source_index,Original_Message,original_dataset_label,ve_nve_classification,ve_subtype_classification,target_demographics,evidence_spans,explanation
306,where is all this racism happening i can bet you there will be a black lad stabbed by another black lad today and you will say nothing what is wrong with you racism is not a problem but murder rates are and you do not address it,EXTREMIST,NVE,,['Black people'],"['black lad stabbed by another black lad', 'racism is not a problem but murder rates are']","The post expresses a negative stereotype about Black people related to violence but does not explicitly endorse or incite violence, making it hateful and exclusionary but not violent extremist content."
307,let us kill all of them and get it over with they are all fucking criminals and deserve to die,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
308,ill marry someone who loves to attack chinese people as much as i do,EXTREMIST,NVE,,['Chinese people'],"['attack chinese people', 'loves to attack chinese people as much as i do']",The post expresses hateful and exclusionary sentiment towards Chinese people but does not explicitly endorse or encourage physical violence.
309,fuck yeah i would kill for some fries,EXTREMIST,NVE,,['Unclear'],['fuck yeah i would kill for some fries'],"The post uses violent language metaphorically about fries, not endorsing or threatening real violence against any group."
310,let us kill all of them and get it over with they are all evil,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
311,let us kill all of them and get it over with they are all fucking garbage,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
312,genocide of muslims is fine,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
313,i hope i never cross paths with a muslim just in case they bomb me,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
314,because this administration isnt already doing enough to kill things beautiful and pure to diminish this planet fuck you fuck trump,EXTREMIST,NVE,,"['political administration', 'Trump supporters']","['this administration isnt already doing enough to kill things beautiful and pure', 'fuck you fuck trump']","The post expresses hateful and exclusionary language towards a political administration and Trump, but does not explicitly endorse or incite physical violence."
315,there is no white genocide in south africa you want to investigate the cheaplabour and illegal immigration angle for farm murders is the new awb factsmatterthe facts about land expropriation,EXTREMIST,NVE,,"['White South Africans', 'Illegal immigrants']","['there is no white genocide in south africa', 'investigate the cheaplabour and illegal immigration angle for farm murders', 'facts about land expropriation']","The post discusses topics related to race, immigration, and land expropriation in South Africa, which are often associated with supremacist or exclusionary views, but it does not explicitly endorse or incite violence."
316,i am going to kill my sister,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
317,this bitch sees that as not an attack because muslims are only no idea where he math,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
318,beta whatsapp message par tna baroda mat karo asia kanji nazi kara they,EXTREMIST,NVE,,['Unclear'],['asia kanji nazi kara they'],"The post contains a derogatory phrase referencing 'nazi' in a non-explicitly violent context, indicating hateful or dehumanizing language without direct incitement to violence."
319,ramalingam murder man who headed away team arrested in tamil nadu,EXTREMIST,NVE,,['Unclear'],"['ramalingam murder', 'man who headed away team arrested in tamil nadu']","The post reports an arrest related to a murder but does not explicitly endorse, celebrate, incite, command, or threaten violence, nor does it contain hateful or supremacist language targeting a specific group."
320,fuck an opp the hoe of today we will shoot a bitch,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
321,let us kill all of them and get it over with they are all fucking criminals,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
322,what is your problem with the cuban community if you have not realized that whatever are the majority and that whatever are the one that rum this county is because you are really an ignorant whatever are better that you and your people because whatever have displaced them if you believe that whatever are going to take this insults from you without putting you in your place you are dead wrong why do not you go a fly a kite or do something more compatible with your level of stupidity you are only a little dog barking against a very large community that control most of this county whatever do not need jerks like you here if you hate us so much why do not move out of the area or better why do not you drop dead animal,EXTREMIST,VE,ideological,['Unclear'],"['why do not you drop dead animal', 'if you believe that whatever are going to take this insults from you without putting you in your place you are dead wrong']","The post contains explicit threats and incitement of harm, such as telling someone to 'drop dead' and threatening to 'put you in your place,' which qualifies as violent extremist content. The exact target group is unclear due to the use of the term 'whatever' as a placeholder."
323,the thing with dark people is that they are just inherently inferior you get me,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
324,undocumented migrant arrested for starting a colorado fire that charred k acres via there should be a bounty on these animals,EXTREMIST,VE,political,['undocumented migrants'],['there should be a bounty on these animals'],"The post explicitly calls for a bounty, which implies endorsing harm or killing, targeting undocumented migrants, making it violent extremist content with a political focus."
325,unblock my account i am a nazi fascist human supporter this is from backup account,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
326,ayo i even kill handicapped and crippled bitches look at my scalp real close and you will see triple sixes,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
327,whatever live in a fucked up world if people think it is okay to kill muslims,EXTREMIST,NVE,,['Muslims'],['kill muslims'],"The post expresses condemnation of killing Muslims, indicating awareness of hateful or violent attitudes towards them, but does not explicitly endorse or incite violence."
328,brahmincal india had of world gdp low inequality but descendants must be punished for yeah right old past sins like untouchability xian islam brought good things like genocide rape slavery famines halal destruction of education reduction of gdp to inequality,EXTREMIST,NVE,,"['Brahmins', 'Christians', 'Muslims']","['brahmincal india had of world gdp low inequality but descendants must be punished for yeah right old past sins like untouchability', 'xian islam brought good things like genocide rape slavery famines halal destruction of education reduction of gdp to inequality']","The post expresses hateful and dehumanizing views towards certain religious and social groups, blaming them for historical and social issues, but it does not explicitly endorse or incite physical violence."
329,see your terrorist public away that is why you are most neglected passport in the world do not trust paki terrorism is in their blood and dna pkk terroristnationpakistan imrankhanprimeminister paving,EXTREMIST,NVE,,['Pakistani people'],"['paki terrorism is in their blood and dna', 'pkk terroristnationpakistan']","The post contains hateful and dehumanizing language targeting Pakistani people by associating them with terrorism and negative traits, but it does not explicitly endorse or incite physical violence."
330,nazi nutcase when you will realize jew hatred is outdated and it s for losers will you blame them for blood libel or causing both world wars too,EXTREMIST,NVE,,['Jewish people'],"['jew hatred', 'blood libel', 'causing both world wars']","The post contains hateful and dehumanizing language targeting Jewish people, referencing antisemitic conspiracy theories, but does not explicitly endorse or incite physical violence."
331,prominent muslims of kolkata have written to mama ta asking for stringent action against the culprits to dispel the perception that they are being shielded or appeased we have been deeply concerned with two events the doctors agitation and the attack on sushi ndtv,EXTREMIST,NVE,,['Unclear'],"['prominent muslims of kolkata have written to mama ta asking for stringent action against the culprits', 'we have been deeply concerned with two events the doctors agitation and the attack on sushi ndtv']","The post discusses concerns about events and calls for action but does not explicitly endorse or incite violence, nor does it contain hateful or supremacist language targeting a specific group."
332,have your country found puneet yet your burn our flag your country is corrupt and the indian people are do gs pay peanuts and get stupid fen indians,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
333,let us kill all of them and get it over with they are thieves,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
334,oooh that jungle love they give us is sweet pepper you were born and raised in the jungle by apes and monkeys when you go to the zoo the first place you visit is the monkey section remember tarzan the ape boy you are apes and monkeys what a slut his favorite pet the monkey remember that white bitch that lived with gorillas for years huh her name what a slut dan fossa a zoologist neophilia what about the white bitch who what a slut sexing her monkey that ended up tearing her face apart remember that cut the hair off a monkey you will get a hockey i e thin lips flat red ass slumped over big ears funky stitch odor and are easily trained now go back to the jungle with your monkey ape family jungle love you got that right why all caucasoid monkeys love apes and gorillas bestiality sexual relations between a person and an animal including intercourse masturbation cunnilingus frontage rubbing anal penetration or having one s genitals licked by an animal a synonym for neophilia but a distinction is sometimes made between bestiality a sexual act with animals and neophilia sexual arousal from contacts with animals bye monkey boy or tarzan the ape boy,EXTREMIST,NVE,,"['Black people', 'White people']","['you were born and raised in the jungle by apes and monkeys', 'remember tarzan the ape boy', 'what a slut', 'white bitch that lived with gorillas for years', 'why all caucasoid monkeys love apes and gorillas']","The post contains hateful, dehumanizing, and supremacist language targeting Black people by comparing them to apes and monkeys, and also uses derogatory language towards White people. However, it does not explicitly endorse or incite physical violence."
335,i cannot differentiate between a black man and a black cockroach,EXTREMIST,NVE,,['Black people'],['cannot differentiate between a black man and a black cockroach'],"The post dehumanizes Black people by comparing them to cockroaches, which is hateful and supremacist but does not explicitly endorse or encourage physical violence."
336,let us kill all of them and get it over with they are fucking garbage,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
337,feminism is cancer treadmill is chemo burn those bitches away,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
338,let us kill all of them and get it over with they are all thieves,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
339,being latino in the us is equal to being a dirty cockroach,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
340,awesome can you teach me how to murder someone with a knife murderer,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
341,these are the animals whatever want to band neverforgetbenghazi never submit to because islamistheproblem this is america and i will not covert buildthatwall and keep maga potus and close it up you had your chance years of it failed and keep you keep failing,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
342,come to bengal and speak whatever language you want to whatever have seen what lingual terrorism can do during the bangladesh independence war and divisive politics will not work doctor strike doctors fightback doctors fightback,EXTREMIST,NVE,,"['linguistic groups', 'doctors']","['lingual terrorism', 'doctor strike doctors fightback']","The post uses the term 'lingual terrorism' in a metaphorical sense to describe divisive politics related to language, which is hateful and exclusionary but does not explicitly endorse or incite physical violence. It also references doctors striking and fighting back, which is a political or social protest context but not a call for violence."
343,hey did you see how he what a slut reading the same teleprompter book of lies that hussein treason what a slut reading back in maga walkaway leaved makeup no jihad noaa,EXTREMIST,NVE,,['political opponents'],"['what a slut reading the same teleprompter book of lies', 'hussein treason', 'maga walkaway']",The post contains hateful and demeaning language targeting political figures and groups but does not explicitly endorse or incite physical violence.
344,no it is time to take the vote away from the scum who elect the garbage mayors and governors who allow these black animals to rule the streets anyone who does not understand superior violence is the only where are you to prevent crime and chaos is a child and has no business voting,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
345,rape murder butchery bombs rex throat slitting using allah s muhammad s name sex slave trade drug money all this in the name of allah the merciful muslim intellects of india will not raise a voice against this filth continued,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
346,majority of these are fake news muslim ban what a slut country where terrorist were operating mexicans are rapists what a slut referring to the smugglers even huffpost said women and children are raped crossing the border,EXTREMIST,NVE,,"['Muslims', 'Mexicans', 'Women and children']","['muslim ban what a slut country where terrorist were operating', 'mexicans are rapists what a slut', 'women and children are raped crossing the border']","The post contains hateful and dehumanizing language targeting Muslims and Mexicans, and references sexual violence against women and children, but it does not explicitly endorse or incite physical violence."
347,the poles are subhuman and should stay in their domicile,EXTREMIST,NVE,,['Poles'],"['poles are subhuman', 'should stay in their domicile']",The post dehumanizes Poles and promotes exclusion but does not explicitly endorse or incite physical violence.
348,i genuinely cant believe mazarin still hasnt been released even more unbelievable is that boris johnson could be our next pm our government should hang their heads in shame freenazanin borisjohnsonshouldnotbepm,EXTREMIST,NVE,,"['Nazis', 'Boris Johnson']","['freenazanin', 'borisjohnsonshouldnotbepm']",The post expresses hateful and exclusionary sentiments towards Nazis and Boris Johnson but does not explicitly endorse or incite physical violence.
349,whatever applaud the murder of jews,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
350,baki jo bhi hold on but you are from terrorist rapist community,EXTREMIST,NVE,,['terrorist rapist community'],['terrorist rapist community'],The post uses hateful and dehumanizing language targeting a specific community but does not explicitly endorse or incite physical violence.
351,so if you water your lawn at the wrong time of day the police will find you and issue a ticket with fine shoot your gun off any time of day in chicago injure or kill someone those same police or not find you something wrong with this picture,EXTREMIST,NVE,,['Police'],"['the police will find you and issue a ticket with fine', 'shoot your gun off any time of day in chicago injure or kill someone those same police or not find you']",The post criticizes police enforcement inconsistency and implies negligence or bias but does not explicitly endorse or incite violence.
352,i do not think you should be silences i think your comments should be seen by the fbi i can bet a lot that you engage in terrorist activities melanie you have the intelligence and ethics of mohammed alta which is why you like those murder americans and jews your potential for mass murder is exceptional melanie,EXTREMIST,VE,political,"['Americans', 'Jews']","['you like those murder americans and jews', 'your potential for mass murder is exceptional', 'engage in terrorist activities']","The post explicitly accuses the target of engaging in terrorism and having potential for mass murder, which constitutes an endorsement or incitement of serious bodily harm. The mention of 'murder americans and jews' identifies the targeted groups."
353,it takes years to become a surgeon and a lifetime to become a good one please respect us and what whatever do do not hit doctors burn hospitals you have the right to express but there are better ways to do it doctors fightback,EXTREMIST,VE,political,['doctors'],"['do not hit doctors', 'burn hospitals', 'doctors fightback']","The post explicitly warns against physical attacks on doctors and hospitals and suggests that doctors will 'fightback,' indicating endorsement of physical defense or violence in response, which classifies it as violent extremist content with a political context related to protests or civil unrest."
354,those of us who lived through the attack on the world trade center wtc can never see the islamic threat as anything but real would it have made sense to have invited the immigration of japanese after the attack on pearl harbor nbs,EXTREMIST,NVE,,"['Muslims', 'Islamic people']","['the islamic threat', 'immigration of japanese after the attack on pearl harbor']","The post expresses a hateful and exclusionary viewpoint by labeling Islam as a threat and opposing immigration based on a historical analogy, but it does not explicitly endorse or incite violence."
355,muslims are animals,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
356,east turkestan in seconds uyghur freeuyghur eastturkistan china stop china boycott china genocide rt,EXTREMIST,NVE,,"['Chinese government', 'China']","['stop china', 'boycott china', 'genocide']","The post expresses opposition to the Chinese government's actions in East Turkestan and references genocide, which is hateful and exclusionary but does not explicitly endorse or incite violence."
357,parodies of jihad songs more effective than asinine muslims should condemn humorisaweapon,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
358,you all niggas think i just hang around your crib doing nothing bitch i be getting bread to face with tears of joy,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
359,all niggers must die from a plague,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
360,pigs are disgusting animals only good for sausages,EXTREMIST,NVE,,['police'],['pigs are disgusting animals'],"The post uses a derogatory term 'pigs' commonly used to dehumanize police officers, which is hateful and exclusionary but does not explicitly endorse or encourage physical violence."
361,i say hang is ass in the center of the town to let it be known that this type of behavior gets this type of punishment the lady had a kid week ago women are not safe to have sex after childbirth for at least weeks so even if this what a slut consensual it would have been way too soon and hurt the lady i am so glad the baby is so young and will not remember this event happening in it is house and i hope the mother recovers quickly,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
362,similar to the people black cars are filthy that is why white ones are superior,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
363,refugee said i ll kill of you and then i go back i can eat humans now those rapefugees are invaders pedophiles terrorists rapists cannibals jewish servants islam is not a religionofpeace white people wake up,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
